SEVERITY	CODE	PDB_ID	DETAIL
ERROR	NON_ACGU_SEQUENCE	409D	chain=C; symbols=I
ERROR	NON_ACGU_SEQUENCE	409D	chain=D; symbols=I
ERROR	NON_ACGU_SEQUENCE	409D	chain=E; symbols=I
ERROR	NON_ACGU_SEQUENCE	409D	chain=F; symbols=I
ERROR	NON_ACGU_SEQUENCE	4A4R	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4G6P	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	4G6R	chain=B; symbols=I
ERROR	NON_ACGU_SEQUENCE	4G6S	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	4JAH	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4JAH	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	4JAH	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	4JAH	chain=E; symbols=X
ERROR	NON_ACGU_SEQUENCE	4JAH	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	4JAH	chain=F; symbols=X
ERROR	NON_ACGU_SEQUENCE	4NLF	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4NMG	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4NXH	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4O41	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4O41	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	4O41	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	4O41	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	4QK8	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4QK9	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4QKA	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4RBY	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4RBZ	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	4RC0	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5C7W	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	5D8T	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5D8T	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5DER	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5DER	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5DER	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	5DER	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	5DHB	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5DHB	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5DHB	chain=C; symbols=N
ERROR	NON_ACGU_SEQUENCE	5DHB	chain=D; symbols=N
ERROR	NON_ACGU_SEQUENCE	5DHC	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5DHC	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5DHC	chain=C; symbols=N
ERROR	NON_ACGU_SEQUENCE	5DHC	chain=D; symbols=N
ERROR	NON_ACGU_SEQUENCE	5DO5	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5EAO	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5EAQ	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HBW	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5HBW	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5HBX	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5HBX	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5HBX	chain=C; symbols=N
ERROR	NON_ACGU_SEQUENCE	5HBX	chain=D; symbols=N
ERROR	NON_ACGU_SEQUENCE	5HBY	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5HN2	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HN2	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HN2	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HN2	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HN2	chain=E; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HN2	chain=F; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNJ	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNJ	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNJ	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNJ	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNJ	chain=E; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNJ	chain=F; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=E; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=F; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=G; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=H; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=I; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=J; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=K; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=L; symbols=X
ERROR	NON_ACGU_SEQUENCE	5HNQ	chain=M; symbols=X
ERROR	NON_ACGU_SEQUENCE	5J02	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5KRG	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5KRG	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5KRG	chain=C; symbols=N
ERROR	NON_ACGU_SEQUENCE	5KRG	chain=D; symbols=N
ERROR	NON_ACGU_SEQUENCE	5KTJ	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5KTJ	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	5L00	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5L00	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5L00	chain=C; symbols=N
ERROR	NON_ACGU_SEQUENCE	5L00	chain=D; symbols=N
ERROR	NON_ACGU_SEQUENCE	5MRX	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5NQI	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5T3K	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5T3K	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	5TGP	chain=A; symbols=T
ERROR	NON_ACGU_SEQUENCE	5TGP	chain=C; symbols=T
ERROR	NON_ACGU_SEQUENCE	5UED	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UED	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UEE	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UEE	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UEF	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UEF	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UEG	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UEG	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UEG	chain=C; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UEG	chain=D; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UX3	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UX3	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5UZ6	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UZ6	chain=C; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UZ6	chain=E; symbols=N
ERROR	NON_ACGU_SEQUENCE	5UZ6	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5UZ6	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	5UZ6	chain=F; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V0H	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5V0H	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5V0J	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5V0J	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	5V0K	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5V0O	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5V1K	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V1K	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V1L	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V1L	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V1L	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V1L	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V2H	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V2H	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V2H	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V2H	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	5V9Z	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	5VR4	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	5VR4	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	5VR4	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	5VR4	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	6BGB	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6BGB	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6BGB	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	6BMD	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6BMD	chain=C; symbols=N
ERROR	NON_ACGU_SEQUENCE	6BMD	chain=E; symbols=N
ERROR	NON_ACGU_SEQUENCE	6BMD	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6BMD	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	6BMD	chain=F; symbols=X
ERROR	NON_ACGU_SEQUENCE	6C8D	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8D	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8E	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8E	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8I	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8I	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8J	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8J	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8K	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8K	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8L	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8L	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8M	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8M	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8N	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8N	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8O	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6C8O	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6CAB	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6CAB	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6CXZ	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CXZ	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY0	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY0	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY0	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY0	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY0	chain=E; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY0	chain=F; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY0	chain=G; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY0	chain=H; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY2	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY2	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY4	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY4	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY4	chain=C; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY4	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY4	chain=E; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY4	chain=F; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY4	chain=G; symbols=X
ERROR	NON_ACGU_SEQUENCE	6CY4	chain=H; symbols=X
ERROR	NON_ACGU_SEQUENCE	6E1S	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6E1T	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6E1U	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6E1V	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6E1W	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6MCI	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6OWL	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6U6J	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6U6J	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6U7Y	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6U7Z	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6U89	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6U89	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6U8U	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	6U8U	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	6UEY	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6UEY	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	6UF1	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6UF1	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	6UFJ	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6UFJ	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	6UFK	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6UFK	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	6VEM	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6VEM	chain=B; symbols=X
ERROR	NON_ACGU_SEQUENCE	6VU1	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6VVJ	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	6Y3G	chain=F; symbols=X
ERROR	NON_ACGU_SEQUENCE	6ZYB	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	7E9E	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	7JJE	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	7JJF	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	7KUK	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	7KUK	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	7KUM	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	7KUM	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	7KUN	chain=A; symbols=NX
ERROR	NON_ACGU_SEQUENCE	7KUN	chain=B; symbols=NX
ERROR	NON_ACGU_SEQUENCE	7KUO	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	7KUO	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	7KUP	chain=A; symbols=N
ERROR	NON_ACGU_SEQUENCE	7KUP	chain=B; symbols=N
ERROR	NON_ACGU_SEQUENCE	7L3R	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	7Q7Z	chain=A; symbols=X
ERROR	NON_ACGU_SEQUENCE	7Q7Z	chain=D; symbols=X
ERROR	NON_ACGU_SEQUENCE	7QSH	chain=A; symbols=X
