ACTION	SPLIT	PDB_ID	DIRECTORY
WOULD_CREATE	train	1CQ5	/storage9920/home/tinghao.xia/Data_V1/train/1cq5
WOULD_CREATE	train	1CQL	/storage9920/home/tinghao.xia/Data_V1/train/1cql
WOULD_CREATE	train	1D0T	/storage9920/home/tinghao.xia/Data_V1/train/1d0t
WOULD_CREATE	train	1D0U	/storage9920/home/tinghao.xia/Data_V1/train/1d0u
WOULD_CREATE	train	1E4P	/storage9920/home/tinghao.xia/Data_V1/train/1e4p
WOULD_CREATE	train	1E95	/storage9920/home/tinghao.xia/Data_V1/train/1e95
WOULD_CREATE	train	1EBQ	/storage9920/home/tinghao.xia/Data_V1/train/1ebq
WOULD_CREATE	train	1EBR	/storage9920/home/tinghao.xia/Data_V1/train/1ebr
WOULD_CREATE	train	1EBS	/storage9920/home/tinghao.xia/Data_V1/train/1ebs
WOULD_CREATE	train	1EHT	/storage9920/home/tinghao.xia/Data_V1/train/1eht
WOULD_CREATE	train	1EHZ	/storage9920/home/tinghao.xia/Data_V1/train/1ehz
WOULD_CREATE	train	1EI2	/storage9920/home/tinghao.xia/Data_V1/train/1ei2
WOULD_CREATE	train	1ESH	/storage9920/home/tinghao.xia/Data_V1/train/1esh
WOULD_CREATE	train	1ESY	/storage9920/home/tinghao.xia/Data_V1/train/1esy
WOULD_CREATE	train	1EVV	/storage9920/home/tinghao.xia/Data_V1/train/1evv
WOULD_CREATE	train	1F1T	/storage9920/home/tinghao.xia/Data_V1/train/1f1t
WOULD_CREATE	train	1F6X	/storage9920/home/tinghao.xia/Data_V1/train/1f6x
WOULD_CREATE	train	1F6Z	/storage9920/home/tinghao.xia/Data_V1/train/1f6z
WOULD_CREATE	train	1F78	/storage9920/home/tinghao.xia/Data_V1/train/1f78
WOULD_CREATE	train	1F79	/storage9920/home/tinghao.xia/Data_V1/train/1f79
WOULD_CREATE	train	1F7F	/storage9920/home/tinghao.xia/Data_V1/train/1f7f
WOULD_CREATE	train	1F7G	/storage9920/home/tinghao.xia/Data_V1/train/1f7g
WOULD_CREATE	train	1F7H	/storage9920/home/tinghao.xia/Data_V1/train/1f7h
WOULD_CREATE	train	1F7I	/storage9920/home/tinghao.xia/Data_V1/train/1f7i
WOULD_CREATE	train	1F84	/storage9920/home/tinghao.xia/Data_V1/train/1f84
WOULD_CREATE	train	1F85	/storage9920/home/tinghao.xia/Data_V1/train/1f85
WOULD_CREATE	train	1F9L	/storage9920/home/tinghao.xia/Data_V1/train/1f9l
WOULD_CREATE	train	1FEQ	/storage9920/home/tinghao.xia/Data_V1/train/1feq
WOULD_CREATE	train	1FHK	/storage9920/home/tinghao.xia/Data_V1/train/1fhk
WOULD_CREATE	train	1FIR	/storage9920/home/tinghao.xia/Data_V1/train/1fir
WOULD_CREATE	train	1FL8	/storage9920/home/tinghao.xia/Data_V1/train/1fl8
WOULD_CREATE	train	1FMN	/storage9920/home/tinghao.xia/Data_V1/train/1fmn
WOULD_CREATE	train	1FQZ	/storage9920/home/tinghao.xia/Data_V1/train/1fqz
WOULD_CREATE	train	1FYO	/storage9920/home/tinghao.xia/Data_V1/train/1fyo
WOULD_CREATE	train	1FYP	/storage9920/home/tinghao.xia/Data_V1/train/1fyp
WOULD_CREATE	train	1G2J	/storage9920/home/tinghao.xia/Data_V1/train/1g2j
WOULD_CREATE	train	1HLX	/storage9920/home/tinghao.xia/Data_V1/train/1hlx
WOULD_CREATE	train	1HS1	/storage9920/home/tinghao.xia/Data_V1/train/1hs1
WOULD_CREATE	train	1HS2	/storage9920/home/tinghao.xia/Data_V1/train/1hs2
WOULD_CREATE	train	1HS3	/storage9920/home/tinghao.xia/Data_V1/train/1hs3
WOULD_CREATE	train	1HS4	/storage9920/home/tinghao.xia/Data_V1/train/1hs4
WOULD_CREATE	train	1HS8	/storage9920/home/tinghao.xia/Data_V1/train/1hs8
WOULD_CREATE	train	1HWQ	/storage9920/home/tinghao.xia/Data_V1/train/1hwq
WOULD_CREATE	train	1I3X	/storage9920/home/tinghao.xia/Data_V1/train/1i3x
WOULD_CREATE	train	1I3Y	/storage9920/home/tinghao.xia/Data_V1/train/1i3y
WOULD_CREATE	train	1I46	/storage9920/home/tinghao.xia/Data_V1/train/1i46
WOULD_CREATE	train	1I4B	/storage9920/home/tinghao.xia/Data_V1/train/1i4b
WOULD_CREATE	train	1I4C	/storage9920/home/tinghao.xia/Data_V1/train/1i4c
WOULD_CREATE	train	1I9V	/storage9920/home/tinghao.xia/Data_V1/train/1i9v
WOULD_CREATE	train	1IDV	/storage9920/home/tinghao.xia/Data_V1/train/1idv
WOULD_CREATE	train	1IE1	/storage9920/home/tinghao.xia/Data_V1/train/1ie1
WOULD_CREATE	train	1IE2	/storage9920/home/tinghao.xia/Data_V1/train/1ie2
WOULD_CREATE	train	1IK1	/storage9920/home/tinghao.xia/Data_V1/train/1ik1
WOULD_CREATE	train	1IKD	/storage9920/home/tinghao.xia/Data_V1/train/1ikd
WOULD_CREATE	train	1J4Y	/storage9920/home/tinghao.xia/Data_V1/train/1j4y
WOULD_CREATE	train	1JO7	/storage9920/home/tinghao.xia/Data_V1/train/1jo7
WOULD_CREATE	train	1JOX	/storage9920/home/tinghao.xia/Data_V1/train/1jox
WOULD_CREATE	train	1JP0	/storage9920/home/tinghao.xia/Data_V1/train/1jp0
WOULD_CREATE	train	1JTJ	/storage9920/home/tinghao.xia/Data_V1/train/1jtj
WOULD_CREATE	train	1JTW	/storage9920/home/tinghao.xia/Data_V1/train/1jtw
WOULD_CREATE	train	1JU7	/storage9920/home/tinghao.xia/Data_V1/train/1ju7
WOULD_CREATE	train	1JUR	/storage9920/home/tinghao.xia/Data_V1/train/1jur
WOULD_CREATE	train	1JWC	/storage9920/home/tinghao.xia/Data_V1/train/1jwc
WOULD_CREATE	train	1JZC	/storage9920/home/tinghao.xia/Data_V1/train/1jzc
WOULD_CREATE	train	1K2G	/storage9920/home/tinghao.xia/Data_V1/train/1k2g
WOULD_CREATE	train	1K4A	/storage9920/home/tinghao.xia/Data_V1/train/1k4a
WOULD_CREATE	train	1K4B	/storage9920/home/tinghao.xia/Data_V1/train/1k4b
WOULD_CREATE	train	1K5I	/storage9920/home/tinghao.xia/Data_V1/train/1k5i
WOULD_CREATE	train	1K6G	/storage9920/home/tinghao.xia/Data_V1/train/1k6g
WOULD_CREATE	train	1K6H	/storage9920/home/tinghao.xia/Data_V1/train/1k6h
WOULD_CREATE	train	1KAJ	/storage9920/home/tinghao.xia/Data_V1/train/1kaj
WOULD_CREATE	train	1KH6	/storage9920/home/tinghao.xia/Data_V1/train/1kh6
WOULD_CREATE	train	1KKA	/storage9920/home/tinghao.xia/Data_V1/train/1kka
WOULD_CREATE	train	1KKS	/storage9920/home/tinghao.xia/Data_V1/train/1kks
WOULD_CREATE	train	1KOS	/storage9920/home/tinghao.xia/Data_V1/train/1kos
WOULD_CREATE	train	1KP7	/storage9920/home/tinghao.xia/Data_V1/train/1kp7
WOULD_CREATE	train	1KPD	/storage9920/home/tinghao.xia/Data_V1/train/1kpd
WOULD_CREATE	train	1KPY	/storage9920/home/tinghao.xia/Data_V1/train/1kpy
WOULD_CREATE	train	1KPZ	/storage9920/home/tinghao.xia/Data_V1/train/1kpz
WOULD_CREATE	train	1KXK	/storage9920/home/tinghao.xia/Data_V1/train/1kxk
WOULD_CREATE	train	1L1W	/storage9920/home/tinghao.xia/Data_V1/train/1l1w
WOULD_CREATE	train	1L2X	/storage9920/home/tinghao.xia/Data_V1/train/1l2x
WOULD_CREATE	train	1L3D	/storage9920/home/tinghao.xia/Data_V1/train/1l3d
WOULD_CREATE	train	1LC6	/storage9920/home/tinghao.xia/Data_V1/train/1lc6
WOULD_CREATE	train	1LDZ	/storage9920/home/tinghao.xia/Data_V1/train/1ldz
WOULD_CREATE	train	1LU3	/storage9920/home/tinghao.xia/Data_V1/train/1lu3
WOULD_CREATE	train	1LUU	/storage9920/home/tinghao.xia/Data_V1/train/1luu
WOULD_CREATE	train	1LUX	/storage9920/home/tinghao.xia/Data_V1/train/1lux
WOULD_CREATE	train	1LVJ	/storage9920/home/tinghao.xia/Data_V1/train/1lvj
WOULD_CREATE	train	1M5L	/storage9920/home/tinghao.xia/Data_V1/train/1m5l
WOULD_CREATE	train	1M82	/storage9920/home/tinghao.xia/Data_V1/train/1m82
WOULD_CREATE	train	1ME1	/storage9920/home/tinghao.xia/Data_V1/train/1me1
WOULD_CREATE	train	1MFJ	/storage9920/home/tinghao.xia/Data_V1/train/1mfj
WOULD_CREATE	train	1MFK	/storage9920/home/tinghao.xia/Data_V1/train/1mfk
WOULD_CREATE	train	1MFY	/storage9920/home/tinghao.xia/Data_V1/train/1mfy
WOULD_CREATE	train	1MNX	/storage9920/home/tinghao.xia/Data_V1/train/1mnx
WOULD_CREATE	train	1MSY	/storage9920/home/tinghao.xia/Data_V1/train/1msy
WOULD_CREATE	train	1MT4	/storage9920/home/tinghao.xia/Data_V1/train/1mt4
WOULD_CREATE	train	1N66	/storage9920/home/tinghao.xia/Data_V1/train/1n66
WOULD_CREATE	train	1N8X	/storage9920/home/tinghao.xia/Data_V1/train/1n8x
WOULD_CREATE	train	1NA2	/storage9920/home/tinghao.xia/Data_V1/train/1na2
WOULD_CREATE	train	1NBK	/storage9920/home/tinghao.xia/Data_V1/train/1nbk
WOULD_CREATE	train	1NBR	/storage9920/home/tinghao.xia/Data_V1/train/1nbr
WOULD_CREATE	train	1NC0	/storage9920/home/tinghao.xia/Data_V1/train/1nc0
WOULD_CREATE	train	1NEM	/storage9920/home/tinghao.xia/Data_V1/train/1nem
WOULD_CREATE	train	1NJN	/storage9920/home/tinghao.xia/Data_V1/train/1njn
WOULD_CREATE	train	1NZ1	/storage9920/home/tinghao.xia/Data_V1/train/1nz1
WOULD_CREATE	train	1O15	/storage9920/home/tinghao.xia/Data_V1/train/1o15
WOULD_CREATE	train	1OQ0	/storage9920/home/tinghao.xia/Data_V1/train/1oq0
WOULD_CREATE	train	1OSW	/storage9920/home/tinghao.xia/Data_V1/train/1osw
WOULD_CREATE	train	1OW9	/storage9920/home/tinghao.xia/Data_V1/train/1ow9
WOULD_CREATE	train	1P5M	/storage9920/home/tinghao.xia/Data_V1/train/1p5m
WOULD_CREATE	train	1P5N	/storage9920/home/tinghao.xia/Data_V1/train/1p5n
WOULD_CREATE	train	1P5O	/storage9920/home/tinghao.xia/Data_V1/train/1p5o
WOULD_CREATE	train	1P5P	/storage9920/home/tinghao.xia/Data_V1/train/1p5p
WOULD_CREATE	train	1P9X	/storage9920/home/tinghao.xia/Data_V1/train/1p9x
WOULD_CREATE	train	1PBR	/storage9920/home/tinghao.xia/Data_V1/train/1pbr
WOULD_CREATE	train	1PJY	/storage9920/home/tinghao.xia/Data_V1/train/1pjy
WOULD_CREATE	train	1Q75	/storage9920/home/tinghao.xia/Data_V1/train/1q75
WOULD_CREATE	train	1Q8N	/storage9920/home/tinghao.xia/Data_V1/train/1q8n
WOULD_CREATE	train	1Q9A	/storage9920/home/tinghao.xia/Data_V1/train/1q9a
WOULD_CREATE	train	1QC8	/storage9920/home/tinghao.xia/Data_V1/train/1qc8
WOULD_CREATE	train	1QD3	/storage9920/home/tinghao.xia/Data_V1/train/1qd3
WOULD_CREATE	train	1QWA	/storage9920/home/tinghao.xia/Data_V1/train/1qwa
WOULD_CREATE	train	1QWB	/storage9920/home/tinghao.xia/Data_V1/train/1qwb
WOULD_CREATE	train	1R2P	/storage9920/home/tinghao.xia/Data_V1/train/1r2p
WOULD_CREATE	train	1R4H	/storage9920/home/tinghao.xia/Data_V1/train/1r4h
WOULD_CREATE	train	1R7W	/storage9920/home/tinghao.xia/Data_V1/train/1r7w
WOULD_CREATE	train	1R7Z	/storage9920/home/tinghao.xia/Data_V1/train/1r7z
WOULD_CREATE	train	1RAW	/storage9920/home/tinghao.xia/Data_V1/train/1raw
WOULD_CREATE	train	1RFR	/storage9920/home/tinghao.xia/Data_V1/train/1rfr
WOULD_CREATE	train	1RHT	/storage9920/home/tinghao.xia/Data_V1/train/1rht
WOULD_CREATE	train	1RMN	/storage9920/home/tinghao.xia/Data_V1/train/1rmn
WOULD_CREATE	train	1RNG	/storage9920/home/tinghao.xia/Data_V1/train/1rng
WOULD_CREATE	train	1RNK	/storage9920/home/tinghao.xia/Data_V1/train/1rnk
WOULD_CREATE	train	1ROQ	/storage9920/home/tinghao.xia/Data_V1/train/1roq
WOULD_CREATE	train	1RXA	/storage9920/home/tinghao.xia/Data_V1/train/1rxa
WOULD_CREATE	train	1S2F	/storage9920/home/tinghao.xia/Data_V1/train/1s2f
WOULD_CREATE	train	1S34	/storage9920/home/tinghao.xia/Data_V1/train/1s34
WOULD_CREATE	train	1SCL	/storage9920/home/tinghao.xia/Data_V1/train/1scl
WOULD_CREATE	train	1SLO	/storage9920/home/tinghao.xia/Data_V1/train/1slo
WOULD_CREATE	train	1SLP	/storage9920/home/tinghao.xia/Data_V1/train/1slp
WOULD_CREATE	train	1SY4	/storage9920/home/tinghao.xia/Data_V1/train/1sy4
WOULD_CREATE	train	1SYZ	/storage9920/home/tinghao.xia/Data_V1/train/1syz
WOULD_CREATE	train	1SZY	/storage9920/home/tinghao.xia/Data_V1/train/1szy
WOULD_CREATE	train	1T28	/storage9920/home/tinghao.xia/Data_V1/train/1t28
WOULD_CREATE	train	1TBK	/storage9920/home/tinghao.xia/Data_V1/train/1tbk
WOULD_CREATE	train	1TFN	/storage9920/home/tinghao.xia/Data_V1/train/1tfn
WOULD_CREATE	train	1TJZ	/storage9920/home/tinghao.xia/Data_V1/train/1tjz
WOULD_CREATE	train	1TLR	/storage9920/home/tinghao.xia/Data_V1/train/1tlr
WOULD_CREATE	train	1TN1	/storage9920/home/tinghao.xia/Data_V1/train/1tn1
WOULD_CREATE	train	1TN2	/storage9920/home/tinghao.xia/Data_V1/train/1tn2
WOULD_CREATE	train	1TOB	/storage9920/home/tinghao.xia/Data_V1/train/1tob
WOULD_CREATE	train	1TRA	/storage9920/home/tinghao.xia/Data_V1/train/1tra
WOULD_CREATE	train	1TXS	/storage9920/home/tinghao.xia/Data_V1/train/1txs
WOULD_CREATE	train	1U2A	/storage9920/home/tinghao.xia/Data_V1/train/1u2a
WOULD_CREATE	train	1U3K	/storage9920/home/tinghao.xia/Data_V1/train/1u3k
WOULD_CREATE	train	1U9S	/storage9920/home/tinghao.xia/Data_V1/train/1u9s
WOULD_CREATE	train	1UTS	/storage9920/home/tinghao.xia/Data_V1/train/1uts
WOULD_CREATE	train	1UUD	/storage9920/home/tinghao.xia/Data_V1/train/1uud
WOULD_CREATE	train	1UUI	/storage9920/home/tinghao.xia/Data_V1/train/1uui
WOULD_CREATE	train	1UUU	/storage9920/home/tinghao.xia/Data_V1/train/1uuu
WOULD_CREATE	train	1VOP	/storage9920/home/tinghao.xia/Data_V1/train/1vop
WOULD_CREATE	train	1VTQ	/storage9920/home/tinghao.xia/Data_V1/train/1vtq
WOULD_CREATE	train	1WKS	/storage9920/home/tinghao.xia/Data_V1/train/1wks
WOULD_CREATE	train	1WTS	/storage9920/home/tinghao.xia/Data_V1/train/1wts
WOULD_CREATE	train	1WTT	/storage9920/home/tinghao.xia/Data_V1/train/1wtt
WOULD_CREATE	train	1XHP	/storage9920/home/tinghao.xia/Data_V1/train/1xhp
WOULD_CREATE	train	1XJR	/storage9920/home/tinghao.xia/Data_V1/train/1xjr
WOULD_CREATE	train	1XSG	/storage9920/home/tinghao.xia/Data_V1/train/1xsg
WOULD_CREATE	train	1XSH	/storage9920/home/tinghao.xia/Data_V1/train/1xsh
WOULD_CREATE	train	1XST	/storage9920/home/tinghao.xia/Data_V1/train/1xst
WOULD_CREATE	train	1XSU	/storage9920/home/tinghao.xia/Data_V1/train/1xsu
WOULD_CREATE	train	1XV6	/storage9920/home/tinghao.xia/Data_V1/train/1xv6
WOULD_CREATE	train	1XWP	/storage9920/home/tinghao.xia/Data_V1/train/1xwp
WOULD_CREATE	train	1XWU	/storage9920/home/tinghao.xia/Data_V1/train/1xwu
WOULD_CREATE	train	1Y26	/storage9920/home/tinghao.xia/Data_V1/train/1y26
WOULD_CREATE	train	1Y27	/storage9920/home/tinghao.xia/Data_V1/train/1y27
WOULD_CREATE	train	1YFG	/storage9920/home/tinghao.xia/Data_V1/train/1yfg
WOULD_CREATE	train	1YG3	/storage9920/home/tinghao.xia/Data_V1/train/1yg3
WOULD_CREATE	train	1YG4	/storage9920/home/tinghao.xia/Data_V1/train/1yg4
WOULD_CREATE	train	1YLG	/storage9920/home/tinghao.xia/Data_V1/train/1ylg
WOULD_CREATE	train	1YMO	/storage9920/home/tinghao.xia/Data_V1/train/1ymo
WOULD_CREATE	train	1YN1	/storage9920/home/tinghao.xia/Data_V1/train/1yn1
WOULD_CREATE	train	1YN2	/storage9920/home/tinghao.xia/Data_V1/train/1yn2
WOULD_CREATE	train	1YNC	/storage9920/home/tinghao.xia/Data_V1/train/1ync
WOULD_CREATE	train	1YNE	/storage9920/home/tinghao.xia/Data_V1/train/1yne
WOULD_CREATE	train	1YNG	/storage9920/home/tinghao.xia/Data_V1/train/1yng
WOULD_CREATE	train	1YSV	/storage9920/home/tinghao.xia/Data_V1/train/1ysv
WOULD_CREATE	train	1Z2J	/storage9920/home/tinghao.xia/Data_V1/train/1z2j
WOULD_CREATE	train	1Z30	/storage9920/home/tinghao.xia/Data_V1/train/1z30
WOULD_CREATE	train	1Z31	/storage9920/home/tinghao.xia/Data_V1/train/1z31
WOULD_CREATE	train	1Z43	/storage9920/home/tinghao.xia/Data_V1/train/1z43
WOULD_CREATE	train	1Z58	/storage9920/home/tinghao.xia/Data_V1/train/1z58
WOULD_CREATE	train	1ZC5	/storage9920/home/tinghao.xia/Data_V1/train/1zc5
WOULD_CREATE	train	1ZIF	/storage9920/home/tinghao.xia/Data_V1/train/1zif
WOULD_CREATE	train	1ZIG	/storage9920/home/tinghao.xia/Data_V1/train/1zig
WOULD_CREATE	train	1ZIH	/storage9920/home/tinghao.xia/Data_V1/train/1zih
WOULD_CREATE	train	255D	/storage9920/home/tinghao.xia/Data_V1/train/255d
WOULD_CREATE	train	283D	/storage9920/home/tinghao.xia/Data_V1/train/283d
WOULD_CREATE	train	28SP	/storage9920/home/tinghao.xia/Data_V1/train/28sp
WOULD_CREATE	train	28SR	/storage9920/home/tinghao.xia/Data_V1/train/28sr
WOULD_CREATE	train	2A2E	/storage9920/home/tinghao.xia/Data_V1/train/2a2e
WOULD_CREATE	train	2A43	/storage9920/home/tinghao.xia/Data_V1/train/2a43
WOULD_CREATE	train	2A64	/storage9920/home/tinghao.xia/Data_V1/train/2a64
WOULD_CREATE	train	2A9L	/storage9920/home/tinghao.xia/Data_V1/train/2a9l
WOULD_CREATE	train	2AHT	/storage9920/home/tinghao.xia/Data_V1/train/2aht
WOULD_CREATE	train	2AP0	/storage9920/home/tinghao.xia/Data_V1/train/2ap0
WOULD_CREATE	train	2AP5	/storage9920/home/tinghao.xia/Data_V1/train/2ap5
WOULD_CREATE	train	2AU4	/storage9920/home/tinghao.xia/Data_V1/train/2au4
WOULD_CREATE	train	2AWQ	/storage9920/home/tinghao.xia/Data_V1/train/2awq
WOULD_CREATE	train	2B57	/storage9920/home/tinghao.xia/Data_V1/train/2b57
WOULD_CREATE	train	2B7G	/storage9920/home/tinghao.xia/Data_V1/train/2b7g
WOULD_CREATE	train	2CD1	/storage9920/home/tinghao.xia/Data_V1/train/2cd1
WOULD_CREATE	train	2CD3	/storage9920/home/tinghao.xia/Data_V1/train/2cd3
WOULD_CREATE	train	2CD5	/storage9920/home/tinghao.xia/Data_V1/train/2cd5
WOULD_CREATE	train	2CD6	/storage9920/home/tinghao.xia/Data_V1/train/2cd6
WOULD_CREATE	train	2EES	/storage9920/home/tinghao.xia/Data_V1/train/2ees
WOULD_CREATE	train	2EET	/storage9920/home/tinghao.xia/Data_V1/train/2eet
WOULD_CREATE	train	2EEU	/storage9920/home/tinghao.xia/Data_V1/train/2eeu
WOULD_CREATE	train	2EEV	/storage9920/home/tinghao.xia/Data_V1/train/2eev
WOULD_CREATE	train	2EEW	/storage9920/home/tinghao.xia/Data_V1/train/2eew
WOULD_CREATE	train	2ES5	/storage9920/home/tinghao.xia/Data_V1/train/2es5
WOULD_CREATE	train	2EUY	/storage9920/home/tinghao.xia/Data_V1/train/2euy
WOULD_CREATE	train	2EVY	/storage9920/home/tinghao.xia/Data_V1/train/2evy
WOULD_CREATE	train	2F87	/storage9920/home/tinghao.xia/Data_V1/train/2f87
WOULD_CREATE	train	2F88	/storage9920/home/tinghao.xia/Data_V1/train/2f88
WOULD_CREATE	train	2FDT	/storage9920/home/tinghao.xia/Data_V1/train/2fdt
WOULD_CREATE	train	2FEY	/storage9920/home/tinghao.xia/Data_V1/train/2fey
WOULD_CREATE	train	2G1G	/storage9920/home/tinghao.xia/Data_V1/train/2g1g
WOULD_CREATE	train	2G1W	/storage9920/home/tinghao.xia/Data_V1/train/2g1w
WOULD_CREATE	train	2G9C	/storage9920/home/tinghao.xia/Data_V1/train/2g9c
WOULD_CREATE	train	2GBH	/storage9920/home/tinghao.xia/Data_V1/train/2gbh
WOULD_CREATE	train	2GIO	/storage9920/home/tinghao.xia/Data_V1/train/2gio
WOULD_CREATE	train	2GIP	/storage9920/home/tinghao.xia/Data_V1/train/2gip
WOULD_CREATE	train	2GIS	/storage9920/home/tinghao.xia/Data_V1/train/2gis
WOULD_CREATE	train	2GRW	/storage9920/home/tinghao.xia/Data_V1/train/2grw
WOULD_CREATE	train	2GV3	/storage9920/home/tinghao.xia/Data_V1/train/2gv3
WOULD_CREATE	train	2GV4	/storage9920/home/tinghao.xia/Data_V1/train/2gv4
WOULD_CREATE	train	2GVO	/storage9920/home/tinghao.xia/Data_V1/train/2gvo
WOULD_CREATE	train	2HEM	/storage9920/home/tinghao.xia/Data_V1/train/2hem
WOULD_CREATE	train	2HNS	/storage9920/home/tinghao.xia/Data_V1/train/2hns
WOULD_CREATE	train	2HOJ	/storage9920/home/tinghao.xia/Data_V1/train/2hoj
WOULD_CREATE	train	2HOK	/storage9920/home/tinghao.xia/Data_V1/train/2hok
WOULD_CREATE	train	2HOL	/storage9920/home/tinghao.xia/Data_V1/train/2hol
WOULD_CREATE	train	2HOM	/storage9920/home/tinghao.xia/Data_V1/train/2hom
WOULD_CREATE	train	2HOO	/storage9920/home/tinghao.xia/Data_V1/train/2hoo
WOULD_CREATE	train	2HOP	/storage9920/home/tinghao.xia/Data_V1/train/2hop
WOULD_CREATE	train	2HUA	/storage9920/home/tinghao.xia/Data_V1/train/2hua
WOULD_CREATE	train	2IXY	/storage9920/home/tinghao.xia/Data_V1/train/2ixy
WOULD_CREATE	train	2IXZ	/storage9920/home/tinghao.xia/Data_V1/train/2ixz
WOULD_CREATE	train	2JR4	/storage9920/home/tinghao.xia/Data_V1/train/2jr4
WOULD_CREATE	train	2JRG	/storage9920/home/tinghao.xia/Data_V1/train/2jrg
WOULD_CREATE	train	2JRQ	/storage9920/home/tinghao.xia/Data_V1/train/2jrq
WOULD_CREATE	train	2JSE	/storage9920/home/tinghao.xia/Data_V1/train/2jse
WOULD_CREATE	train	2JSG	/storage9920/home/tinghao.xia/Data_V1/train/2jsg
WOULD_CREATE	train	2JTP	/storage9920/home/tinghao.xia/Data_V1/train/2jtp
WOULD_CREATE	train	2JUK	/storage9920/home/tinghao.xia/Data_V1/train/2juk
WOULD_CREATE	train	2JWV	/storage9920/home/tinghao.xia/Data_V1/train/2jwv
WOULD_CREATE	train	2JXV	/storage9920/home/tinghao.xia/Data_V1/train/2jxv
WOULD_CREATE	train	2JYM	/storage9920/home/tinghao.xia/Data_V1/train/2jym
WOULD_CREATE	train	2K4C	/storage9920/home/tinghao.xia/Data_V1/train/2k4c
WOULD_CREATE	train	2K5Z	/storage9920/home/tinghao.xia/Data_V1/train/2k5z
WOULD_CREATE	train	2K66	/storage9920/home/tinghao.xia/Data_V1/train/2k66
WOULD_CREATE	train	2K95	/storage9920/home/tinghao.xia/Data_V1/train/2k95
WOULD_CREATE	train	2K96	/storage9920/home/tinghao.xia/Data_V1/train/2k96
WOULD_CREATE	train	2KD8	/storage9920/home/tinghao.xia/Data_V1/train/2kd8
WOULD_CREATE	train	2KE6	/storage9920/home/tinghao.xia/Data_V1/train/2ke6
WOULD_CREATE	train	2KEZ	/storage9920/home/tinghao.xia/Data_V1/train/2kez
WOULD_CREATE	train	2KF0	/storage9920/home/tinghao.xia/Data_V1/train/2kf0
WOULD_CREATE	train	2KGP	/storage9920/home/tinghao.xia/Data_V1/train/2kgp
WOULD_CREATE	train	2KHY	/storage9920/home/tinghao.xia/Data_V1/train/2khy
WOULD_CREATE	train	2KOC	/storage9920/home/tinghao.xia/Data_V1/train/2koc
WOULD_CREATE	train	2KPC	/storage9920/home/tinghao.xia/Data_V1/train/2kpc
WOULD_CREATE	train	2KPD	/storage9920/home/tinghao.xia/Data_V1/train/2kpd
WOULD_CREATE	train	2KPV	/storage9920/home/tinghao.xia/Data_V1/train/2kpv
WOULD_CREATE	train	2KRP	/storage9920/home/tinghao.xia/Data_V1/train/2krp
WOULD_CREATE	train	2KRQ	/storage9920/home/tinghao.xia/Data_V1/train/2krq
WOULD_CREATE	train	2KRV	/storage9920/home/tinghao.xia/Data_V1/train/2krv
