split	pdb_id	seed	sample	pre_refinement_aligned_rmsd	max_pre_refinement_rmsd	duration_seconds	output	reason
val	7PTK	305	0	36.151367	30.000000	0.823810	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_305/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	305	1	32.630301	30.000000	0.762693	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_305/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	305	2	30.359182	30.000000	0.809490	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_305/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	305	3	37.051041	30.000000	0.809210	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_305/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	306	0	34.424217	30.000000	0.864299	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_306/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	306	1	33.717077	30.000000	0.825541	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_306/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	306	2	33.846657	30.000000	0.809454	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_306/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	306	3	35.191756	30.000000	0.815264	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_306/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	307	0	34.951655	30.000000	0.803217	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_307/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	307	1	34.631807	30.000000	0.799291	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_307/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	307	2	32.834717	30.000000	0.808191	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_307/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	307	3	33.257210	30.000000	0.771650	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_307/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	308	0	35.783086	30.000000	0.792556	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_308/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	308	1	34.808593	30.000000	0.771124	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_308/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	308	2	33.526407	30.000000	0.782887	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_308/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	308	3	36.671221	30.000000	0.798914	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_308/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	309	0	35.307944	30.000000	0.780727	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_309/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	309	1	34.536072	30.000000	0.794223	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_309/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	309	2	33.666596	30.000000	0.803788	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_309/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	309	3	33.299879	30.000000	0.817140	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_309/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	310	0	34.707429	30.000000	0.816605	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_310/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	310	1	31.720669	30.000000	0.762115	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_310/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	310	2	31.042437	30.000000	0.801530	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_310/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	310	3	32.913222	30.000000	0.803967	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_310/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	311	0	31.934814	30.000000	0.808315	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_311/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	311	1	32.918666	30.000000	0.802919	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_311/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	311	2	33.507914	30.000000	0.772483	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_311/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	311	3	30.979238	30.000000	0.794982	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_311/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	312	0	33.111763	30.000000	0.810042	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_312/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	312	1	32.463269	30.000000	0.812042	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_312/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	312	2	30.284643	30.000000	0.847305	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_312/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	312	3	34.259498	30.000000	0.755438	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_312/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	313	0	34.197935	30.000000	0.805224	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_313/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	313	1	33.085808	30.000000	0.783941	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_313/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	313	2	33.933156	30.000000	0.775014	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_313/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	313	3	33.976042	30.000000	0.766584	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_313/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	314	1	30.842031	30.000000	0.806780	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_314/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	314	3	30.622114	30.000000	0.992161	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_314/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	315	0	34.489390	30.000000	0.781143	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_315/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	315	1	31.467368	30.000000	0.727871	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_315/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	315	2	38.513791	30.000000	0.764694	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_315/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	315	3	46.751213	30.000000	0.766589	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_315/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	316	0	36.142448	30.000000	0.759599	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_316/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	316	1	31.758903	30.000000	0.754181	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_316/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	316	2	33.985879	30.000000	0.762176	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_316/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	316	3	35.916205	30.000000	0.764271	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_316/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	317	0	36.324967	30.000000	0.775651	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_317/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	317	1	34.154629	30.000000	0.776624	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_317/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	317	2	35.411031	30.000000	0.784884	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_317/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	317	3	41.227644	30.000000	0.735323	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_317/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	318	0	36.603482	30.000000	0.757656	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_318/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	318	1	41.301523	30.000000	0.761425	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_318/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	318	2	32.417366	30.000000	0.768216	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_318/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	318	3	34.049060	30.000000	0.787763	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_318/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	319	0	33.382379	30.000000	0.787225	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_319/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	319	2	32.837078	30.000000	0.789468	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_319/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	319	3	31.687045	30.000000	0.791769	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_319/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	320	0	41.464231	30.000000	0.825190	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_320/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	320	1	41.249635	30.000000	0.733971	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_320/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	320	2	40.885710	30.000000	0.768235	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_320/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	320	3	38.328948	30.000000	0.769226	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_320/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	321	0	32.385066	30.000000	0.784695	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_321/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	321	1	31.441680	30.000000	0.765037	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_321/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	321	2	31.169815	30.000000	0.754436	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_321/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	321	3	32.320109	30.000000	0.785256	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_321/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	322	0	34.501983	30.000000	0.787452	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_322/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	322	1	33.493434	30.000000	0.762988	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_322/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	322	2	34.286864	30.000000	0.761319	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_322/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	322	3	34.189301	30.000000	0.715504	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_322/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	323	0	33.837940	30.000000	0.768520	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_323/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	323	1	34.532164	30.000000	0.762851	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_323/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	323	2	32.435485	30.000000	0.765090	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_323/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	323	3	33.236867	30.000000	0.771428	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_323/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	324	0	33.815464	30.000000	0.783588	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_324/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	324	1	34.318322	30.000000	0.782041	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_324/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	324	2	31.427363	30.000000	0.774515	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_324/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	324	3	34.805271	30.000000	0.772224	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_324/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	325	0	34.443345	30.000000	0.787469	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_325/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	325	1	35.373949	30.000000	0.734372	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_325/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	325	2	35.153662	30.000000	0.770905	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_325/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	325	3	32.431363	30.000000	0.767941	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_325/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	326	0	35.592821	30.000000	0.778208	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_326/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	326	1	36.010535	30.000000	0.766426	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_326/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	326	2	44.918824	30.000000	0.766270	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_326/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	326	3	34.934067	30.000000	0.770595	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_326/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	327	0	36.178904	30.000000	0.789493	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_327/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	327	1	41.382908	30.000000	0.775719	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_327/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	327	2	33.871479	30.000000	0.776084	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_327/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	327	3	33.826503	30.000000	0.729113	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_327/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	328	0	37.731066	30.000000	0.770509	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_328/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	328	1	40.642200	30.000000	0.850206	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_328/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	328	2	36.527159	30.000000	0.874225	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_328/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	328	3	32.453194	30.000000	0.777651	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_328/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	329	0	40.932307	30.000000	0.776303	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_329/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	329	1	34.482914	30.000000	0.779637	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_329/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	329	2	38.081622	30.000000	0.779825	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_329/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	329	3	35.706522	30.000000	0.786122	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_329/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	330	2	32.136956	30.000000	0.772199	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_330/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	331	0	32.344086	30.000000	0.784783	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_331/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	331	1	32.243623	30.000000	0.765297	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_331/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	331	2	35.046261	30.000000	0.773669	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_331/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	331	3	34.940045	30.000000	0.780435	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_331/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	332	0	33.825663	30.000000	0.790059	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_332/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	332	1	32.448641	30.000000	0.782803	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_332/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	332	2	34.653523	30.000000	0.776616	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_332/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	332	3	35.589358	30.000000	0.732146	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_332/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	333	0	35.153756	30.000000	0.777975	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_333/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	333	1	33.578922	30.000000	0.770613	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_333/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	333	2	33.938835	30.000000	0.771117	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_333/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	333	3	32.896695	30.000000	0.764779	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_333/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	334	0	34.884338	30.000000	0.782708	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_334/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	334	1	33.307688	30.000000	0.785088	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_334/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	334	2	39.793106	30.000000	0.774953	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_334/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	334	3	34.271851	30.000000	0.776407	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_334/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	335	0	30.193659	30.000000	0.785640	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_335/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	335	1	33.088206	30.000000	0.731306	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_335/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	335	2	30.505143	30.000000	0.768070	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_335/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	336	0	40.142162	30.000000	0.774724	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_336/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	336	1	34.945753	30.000000	0.771382	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_336/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	336	2	30.492516	30.000000	0.780341	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_336/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	336	3	33.733314	30.000000	0.780541	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_336/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	337	0	34.155466	30.000000	0.794743	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_337/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	337	1	38.533245	30.000000	0.782605	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_337/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	337	2	33.397345	30.000000	0.784679	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_337/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	337	3	33.322768	30.000000	0.735468	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_337/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	338	0	36.591989	30.000000	0.780072	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_338/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	338	1	35.157212	30.000000	0.775678	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_338/sample_1.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	338	2	40.175828	30.000000	0.777663	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_338/sample_2.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	338	3	34.589426	30.000000	0.780024	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_338/sample_3.pt	pre_refinement_aligned_rmsd_above_limit
val	7PTK	339	0	31.656502	30.000000	0.780045	/storage9920/home/tinghao.xia/Data_PT_V1/val/7ptk/seed_339/sample_0.pt	pre_refinement_aligned_rmsd_above_limit
