QUERY_PDB_ID	QUERY_ENTITY_ID	TARGET_PDB_ID	TARGET_ENTITY_ID	IDENTITY	QUERY_COVERAGE	TARGET_COVERAGE	ALIGNMENT_LENGTH	EVALUE	BITS	ALIGNMENT_SOURCE
36LC	1	7U87	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LC	1	7U88	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LC	1	7U89	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LC	1	7U8A	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LC	1	7U8B	1	0.866667	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LC	1	8SWG	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LC	1	8SWO	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LC	1	8SX5	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LC	1	8SX6	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LC	1	8SY1	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LC	1	8VAW	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LC	1	8VAX	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	5DHC	1	0.857143	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	5HBX	1	0.857143	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	5HBY	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	5KRG	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	5L00	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	5UED	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	5UEE	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	5UEF	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	5UEG	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	5V0H	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	5V0J	1	0.857143	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	5V0K	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6C8D	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6C8E	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6C8I	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6C8J	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6C8K	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6C8L	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6C8M	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	6C8M	2	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6C8N	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	6C8O	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	6CAB	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6OWL	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	6U6J	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	6U8U	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	7KUK	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	7KUM	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	7KUN	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	7KUO	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	7KUP	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	7U87	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	7U88	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	7U89	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	7U8A	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	7U8B	1	0.866667	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	8SWG	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	8SWO	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	8SX5	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	8SX6	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	8SY1	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LE	1	8VAW	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LE	1	8VAX	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	5DHC	1	0.857143	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	5HBX	1	0.857143	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	5HBY	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	5KRG	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	5L00	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	5UED	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	5UEE	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	5UEF	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	5UEG	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	5V0H	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	5V0J	1	0.857143	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	5V0K	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6C8D	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6C8E	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6C8I	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6C8J	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6C8K	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6C8L	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6C8M	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	6C8M	2	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6C8N	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	6C8O	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	6CAB	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6OWL	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	6U6J	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	6U8U	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	7KUK	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	7KUM	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	7KUN	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	7KUO	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	7KUP	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	7U87	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	7U88	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	7U89	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	7U8A	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	7U8B	1	0.866667	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	8SWG	1	1.000000	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	8SWO	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	8SX5	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	8SX6	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	8SY1	1	0.928571	1.000000	1.000000	14			SHORT_GLOBAL_FALLBACK
36LM	1	8VAW	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
36LM	1	8VAX	1	0.933333	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
8K0Y	1	8V1I	1	0.890000	0.964000	0.965000	55	7.577E-16	70	MMSEQS2
8K1E	1	8VT5	1	1.000000	1.000000	0.967000	58	5.838E-29	105	MMSEQS2
8K2Z	1	8V1I	1	0.982000	0.982000	0.982000	56	5.655E-26	97	MMSEQS2
8K30	1	8V1I	1	0.890000	0.964000	0.965000	55	7.577E-16	70	MMSEQS2
8S6W	1	9H82	2	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8S6W	1	9H83	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8S6W	1	9H86	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8S6W	1	9H8A	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VQV	1	4XW7	1	1.000000	1.000000	1.000000	64	2.311E-32	116	MMSEQS2
8VQV	1	4XWF	1	1.000000	1.000000	1.000000	64	2.311E-32	116	MMSEQS2
8VVJ	1	4XW7	1	1.000000	1.000000	1.000000	64	2.311E-32	116	MMSEQS2
8VVJ	1	4XWF	1	1.000000	1.000000	1.000000	64	2.311E-32	116	MMSEQS2
8VXX	1	6C63	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VXX	1	6C63	2	1.000000	0.889000	1.000000	32	1.106E-13	59	MMSEQS2
8VXX	1	6C64	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VXX	1	6C64	2	1.000000	0.889000	1.000000	32	1.106E-13	59	MMSEQS2
8VXX	1	6C65	1	0.972000	1.000000	1.000000	36	1.006E-14	62	MMSEQS2
8VXX	1	6C65	2	0.970000	0.944000	0.971000	34	2.447E-13	58	MMSEQS2
8VXX	1	8U5K	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VXX	1	8U5P	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VXX	1	8U60	1	0.972000	1.000000	1.000000	36	1.006E-14	62	MMSEQS2
8VXZ	1	6C63	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VXZ	1	6C63	2	1.000000	0.889000	1.000000	32	1.106E-13	59	MMSEQS2
8VXZ	1	6C64	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VXZ	1	6C64	2	1.000000	0.889000	1.000000	32	1.106E-13	59	MMSEQS2
8VXZ	1	6C65	1	0.972000	1.000000	1.000000	36	1.006E-14	62	MMSEQS2
8VXZ	1	6C65	2	0.970000	0.944000	0.971000	34	2.447E-13	58	MMSEQS2
8VXZ	1	8U5K	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VXZ	1	8U5P	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VXZ	1	8U60	1	0.972000	1.000000	1.000000	36	1.006E-14	62	MMSEQS2
8VY0	1	6C63	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VY0	1	6C63	2	1.000000	0.889000	1.000000	32	1.106E-13	59	MMSEQS2
8VY0	1	6C64	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VY0	1	6C64	2	1.000000	0.889000	1.000000	32	1.106E-13	59	MMSEQS2
8VY0	1	6C65	1	0.972000	1.000000	1.000000	36	1.006E-14	62	MMSEQS2
8VY0	1	6C65	2	0.970000	0.944000	0.971000	34	2.447E-13	58	MMSEQS2
8VY0	1	8U5K	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VY0	1	8U5P	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VY0	1	8U60	1	0.972000	1.000000	1.000000	36	1.006E-14	62	MMSEQS2
8VY1	1	6C63	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VY1	1	6C63	2	1.000000	0.889000	1.000000	32	1.106E-13	59	MMSEQS2
8VY1	1	6C64	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VY1	1	6C64	2	1.000000	0.889000	1.000000	32	1.106E-13	59	MMSEQS2
8VY1	1	6C65	1	0.972000	1.000000	1.000000	36	1.006E-14	62	MMSEQS2
8VY1	1	6C65	2	0.970000	0.944000	0.971000	34	2.447E-13	58	MMSEQS2
8VY1	1	8U5K	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VY1	1	8U5P	1	1.000000	1.000000	1.000000	36	1.766E-16	66	MMSEQS2
8VY1	1	8U60	1	0.972000	1.000000	1.000000	36	1.006E-14	62	MMSEQS2
8YNP	1	5AY2	1	0.833333	1.000000	1.000000	12			SHORT_GLOBAL_FALLBACK
8YNP	1	5AY3	1	0.833333	1.000000	1.000000	12			SHORT_GLOBAL_FALLBACK
8YNP	1	5AY4	1	0.833333	1.000000	1.000000	12			SHORT_GLOBAL_FALLBACK
8YNP	1	7ECJ	1	0.833333	1.000000	1.000000	12			SHORT_GLOBAL_FALLBACK
8YNP	1	7ECK	1	0.833333	1.000000	1.000000	12			SHORT_GLOBAL_FALLBACK
8YNP	1	7ECL	1	0.833333	1.000000	1.000000	12			SHORT_GLOBAL_FALLBACK
8YNP	1	7EDU	1	0.833333	1.000000	1.000000	12			SHORT_GLOBAL_FALLBACK
8YNP	1	8YNO	1	1.000000	1.000000	1.000000	12			SHORT_GLOBAL_FALLBACK
8YZL	1	2NCQ	1	0.800000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8YZL	1	2NCR	1	0.800000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8YZL	1	4MS9	1	0.900000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8YZL	1	4MSB	1	0.900000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8YZL	1	4MSR	1	0.900000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8YZL	1	5TDJ	1	0.900000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8YZL	1	5TDK	1	0.900000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8YZL	1	6WY2	1	0.900000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8YZL	1	6WY3	1	0.900000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8YZL	1	6Z18	1	0.900000	1.000000	1.000000	10			SHORT_GLOBAL_FALLBACK
8ZAU	1	7V9E	1	0.970000	0.986000	1.000000	68	4.354E-31	114	MMSEQS2
8ZMH	1	7SAM	1	1.000000	1.000000	0.988000	169	7.652E-92	304	MMSEQS2
9BXE	1	2LX1	1	0.818182	1.000000	1.000000	11			SHORT_GLOBAL_FALLBACK
9DKG	1	5VH7	1	0.800000	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
9DKG	1	9CPD	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DKG	1	9CPG	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DKG	1	9CPI	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DKG	1	9CPJ	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DKG	1	9DLL	1	1.000000	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLM	1	5VH7	1	0.800000	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
9DLM	1	9CPD	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLM	1	9CPG	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLM	1	9CPI	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLM	1	9CPJ	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLM	1	9DLL	1	1.000000	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLN	1	5VH7	1	0.800000	1.000000	1.000000	15			SHORT_GLOBAL_FALLBACK
9DLN	1	9CPD	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLN	1	9CPG	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLN	1	9CPI	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLN	1	9CPJ	1	0.923077	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DLN	1	9DLL	1	1.000000	1.000000	1.000000	13			SHORT_GLOBAL_FALLBACK
9DP9	1	8TJQ	1	0.981000	0.836000	0.850000	374	4.483E-191	641	MMSEQS2
9DP9	1	8TJV	1	0.981000	0.827000	0.887000	370	1.390E-188	634	MMSEQS2
9DP9	1	8TJX	1	0.981000	0.836000	0.850000	374	4.483E-191	641	MMSEQS2
9E5H	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5I	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5J	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5K	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5L	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5M	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5O	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5P	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5Q	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5R	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5S	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E5T	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9E9O	1	8UYS	1	0.941000	1.000000	0.831000	103	1.397E-43	156	MMSEQS2
9E9Q	1	8UYS	1	0.941000	1.000000	0.831000	103	1.397E-43	156	MMSEQS2
9ELR	1	4FRG	1	0.881000	0.947000	0.905000	76	1.874E-22	92	MMSEQS2
9G4I	1	4Y1N	1	0.992000	0.922000	0.993000	273	4.689E-145	482	MMSEQS2
9G4I	1	4Y1O	1	0.992000	0.922000	0.993000	273	4.689E-145	482	MMSEQS2
9G4J	1	4E8K	1	0.996000	0.982000	0.835000	328	1.736E-179	585	MMSEQS2
9G4J	1	4E8M	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4J	1	4E8N	1	0.996000	0.982000	0.835000	328	1.736E-179	585	MMSEQS2
9G4J	1	4E8P	1	0.996000	0.982000	0.835000	328	1.736E-179	585	MMSEQS2
9G4J	1	4E8Q	1	0.996000	0.982000	0.835000	328	1.736E-179	585	MMSEQS2
9G4J	1	4E8R	1	0.996000	0.982000	0.835000	328	1.736E-179	585	MMSEQS2
9G4J	1	4E8T	1	0.996000	0.982000	0.835000	328	1.736E-179	585	MMSEQS2
9G4J	1	4E8V	1	0.996000	0.982000	0.835000	328	1.736E-179	585	MMSEQS2
9G4J	1	4FAQ	1	1.000000	0.994000	0.838000	332	7.379E-184	596	MMSEQS2
9G4J	1	4FAR	1	1.000000	0.979000	0.838000	327	1.710E-180	587	MMSEQS2
9G4J	1	4FAU	1	1.000000	1.000000	0.839000	334	3.295E-185	600	MMSEQS2
9G4J	1	4FAW	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4J	1	4FAX	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4J	1	4FB0	1	0.996000	0.982000	0.835000	328	1.736E-179	585	MMSEQS2
9G4J	1	4Y1N	1	0.992000	0.817000	0.993000	273	3.649E-142	482	MMSEQS2
9G4J	1	4Y1O	1	0.992000	0.817000	0.993000	273	3.649E-142	482	MMSEQS2
9G4J	1	6T3K	1	0.996000	0.979000	0.838000	327	8.122E-179	583	MMSEQS2
9G4J	1	6T3N	1	0.997000	1.000000	0.839000	334	1.604E-183	595	MMSEQS2
9G4J	1	6T3R	1	0.996000	0.979000	0.838000	327	8.122E-179	583	MMSEQS2
9G4J	1	6T3S	1	0.997000	1.000000	0.839000	334	1.604E-183	595	MMSEQS2
9G4J	1	8OLS	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4J	1	8OLV	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4J	1	8OLW	1	1.000000	0.994000	0.838000	332	7.379E-184	596	MMSEQS2
9G4J	1	8OLY	1	1.000000	0.979000	0.836000	327	1.710E-180	587	MMSEQS2
9G4J	1	8OLZ	1	1.000000	0.979000	0.836000	327	1.710E-180	587	MMSEQS2
9G4J	1	8OM0	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4J	1	8RUH	1	1.000000	0.979000	0.836000	327	1.710E-180	587	MMSEQS2
9G4J	1	8RUI	1	1.000000	0.979000	0.836000	327	1.710E-180	587	MMSEQS2
9G4J	1	8RUJ	1	1.000000	0.979000	0.836000	327	1.710E-180	587	MMSEQS2
9G4J	1	8RUK	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4J	1	8RUL	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4J	1	8RUM	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4J	1	8RUN	1	0.996000	0.982000	0.832000	328	1.736E-179	585	MMSEQS2
9G4L	1	4E8K	1	0.996000	0.982000	0.835000	328	1.736E-179	585	MMSEQS2
