pdb_id	time_group	rna_total_length	chain_count	rank1_seed	rank1_sample	rank1_ranking_score	failure_stage	failure_detail	audit_exclusion_reason	standard_result	standard_command	rescue_attempted	rescue_result	rescue_command	lower_rank_valid_candidate_available	lower_rank_valid_candidate_count	error_log_excerpt
2K7E	pre_or_on_cutoff	24.0	2	2024	0	0.8853009939193726	RIGID_GDT	Too few mapped positions for GDT before RMSD serialization	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2k7e_seed_2024/2k7e/seed_2024/predictions/2k7e_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2k7e.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2K7E/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2k7e_seed_2024/2k7e/seed_2024/predictions/2k7e_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2k7e.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2K7E/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nException: Window size in GDT algorithm is larger than positions\n' 
2M1O	pre_or_on_cutoff	14.0	2	2024	0	0.0273921471089124	CHAIN_MAPPING	Unclassified failure during/after chain mapping	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2m1o_seed_2024/2m1o/seed_2024/predictions/2m1o_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2m1o.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2M1O/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2m1o_seed_2024/2m1o/seed_2024/predictions/2m1o_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2m1o.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2M1O/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nException: at least 3 points are required for superposition\n' 
2N4J	pre_or_on_cutoff	16.0	2	66	0	0.9258726239204408	RIGID_GDT	Too few mapped positions for GDT before RMSD serialization	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2n4j_seed_66/2n4j/seed_66/predictions/2n4j_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2n4j.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2N4J/seed_66/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	True	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2n4j_seed_66/2n4j/seed_66/predictions/2n4j_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2n4j.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2N4J/seed_66/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing GDT-TS score\nComputing rigid chain mapping\nException: Window size in GDT algorithm is larger than positions\n'  return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nValueError: need at least one array to concatenate\n' 
2VUQ	pre_or_on_cutoff	14.0	2	2024	0	0.0369733422994613	RIGID_GDT	Too few mapped positions for GDT before RMSD serialization	STRICT_RANK1_RMSD_FAILED_BUT_LOWER_CANDIDATE_AVAILABLE	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2vuq_seed_2024/2vuq/seed_2024/predictions/2vuq_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2vuq.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2VUQ/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2vuq_seed_2024/2vuq/seed_2024/predictions/2vuq_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2vuq.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2VUQ/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	True	5	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nException: Window size in GDT algorithm is larger than positions\n' 
2WNA	pre_or_on_cutoff	6.0	1	42	0	0.6430809497833252	RIGID_GDT	Too few mapped positions for GDT before RMSD serialization	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2wna_seed_42/2wna/seed_42/predictions/2wna_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2wna.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2WNA/seed_42/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2wna_seed_42/2wna/seed_42/predictions/2wna_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2wna.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2WNA/seed_42/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nException: Window size in GDT algorithm is larger than positions\n' 
2XC6	pre_or_on_cutoff	8.0	1	42	0	0.7011221647262573	RIGID_GDT	Too few mapped positions for GDT before RMSD serialization	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2xc6_seed_42/2xc6/seed_42/predictions/2xc6_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2xc6.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2XC6/seed_42/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2xc6_seed_42/2xc6/seed_42/predictions/2xc6_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2xc6.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2XC6/seed_42/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nException: Window size in GDT algorithm is larger than positions\n' 
2Z9Q	pre_or_on_cutoff	75.0	1	101	0	0.1825291365385055	RIGID_GDT	Too few mapped positions for GDT before RMSD serialization	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2z9q_seed_101/2z9q/seed_101/predictions/2z9q_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2z9q.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/2Z9Q/seed_101/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_2z9q_seed_101/2z9q/seed_101/predictions/2z9q_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/2z9q.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/2Z9Q/seed_101/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nException: Window size in GDT algorithm is larger than positions\n' 
3BBK	pre_or_on_cutoff	62.0	3	2024	0	0.9182890057563782	CHAIN_MAPPING	OpenStructure 2.8 NumPy integer/boolean index error	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_3bbk_seed_2024/3bbk/seed_2024/predictions/3bbk_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/3bbk.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/3BBK/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_3bbk_seed_2024/3bbk/seed_2024/predictions/3bbk_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/3bbk.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/3BBK/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nIndexError: arrays used as indices must be of integer (or boolean) type\n' 
3GS8	pre_or_on_cutoff	62.0	4	2024	0	0.921608567237854	CHAIN_MAPPING	OpenStructure 2.8 NumPy integer/boolean index error	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_3gs8_seed_2024/3gs8/seed_2024/predictions/3gs8_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/3gs8.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/3GS8/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_3gs8_seed_2024/3gs8/seed_2024/predictions/3gs8_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/3gs8.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/3GS8/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nIndexError: arrays used as indices must be of integer (or boolean) type\n' 
3HGA	pre_or_on_cutoff	6.0	1	42	0	0.1453693956136703	RIGID_GDT	Too few mapped positions for GDT before RMSD serialization	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_3hga_seed_42/3hga/seed_42/predictions/3hga_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/3hga.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/3HGA/seed_42/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_3hga_seed_42/3hga/seed_42/predictions/3hga_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/3hga.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/3HGA/seed_42/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nException: Window size in GDT algorithm is larger than positions\n' 
3P4A	pre_or_on_cutoff	48.0	6	101	0	0.6281609535217285	DOWNSTREAM_TM_SCORE	USalign reported no assignable chain after RMSD stage was reached	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_3p4a_seed_101/3p4a/seed_101/predictions/3p4a_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/3p4a.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/3P4A/seed_101/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_3p4a_seed_101/3p4a/seed_101/predictions/3p4a_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/3p4a.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/3P4A/seed_101/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; output JSON does not exist; stdout='ERROR! No assignable chain\n'; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nComputing GDT-HA score\nComputing RMSD\nComputing patch TM-score with USalign exectuable\n' 
488D	pre_or_on_cutoff	66.0	4	101	0	-99.10719299316406	CHAIN_MAPPING	OpenStructure 2.8 NumPy integer/boolean index error	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_488d_seed_101/488d/seed_101/predictions/488d_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/488d.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/488D/seed_101/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_488d_seed_101/488d/seed_101/predictions/488d_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/488d.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/488D/seed_101/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nIndexError: arrays used as indices must be of integer (or boolean) type\n' 
4FAW	pre_or_on_cutoff	402.0	2	8888	0	0.7888723611831665	CHAIN_MAPPING	OpenStructure 2.8 NumPy integer/boolean index error	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_4faw_seed_8888/4faw/seed_8888/predictions/4faw_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/4faw.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/4FAW/seed_8888/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_4faw_seed_8888/4faw/seed_8888/predictions/4faw_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/4faw.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/4FAW/seed_8888/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nIndexError: arrays used as indices must be of integer (or boolean) type\n' 
4JIY	pre_or_on_cutoff	6.0	1	2024	0	0.5900591611862183	RIGID_GDT	Too few mapped positions for GDT before RMSD serialization	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_4jiy_seed_2024/4jiy/seed_2024/predictions/4jiy_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/4jiy.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/4JIY/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_4jiy_seed_2024/4jiy/seed_2024/predictions/4jiy_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/4jiy.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/4JIY/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nException: Window size in GDT algorithm is larger than positions\n' 
5K8H	pre_or_on_cutoff	7.0	1	66	0	0.0761679783463478	UNKNOWN	See stderr excerpt	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_5k8h_seed_66/5k8h/seed_66/predictions/5k8h_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/5k8h.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/5K8H/seed_66/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_5k8h_seed_66/5k8h/seed_66/predictions/5k8h_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/5k8h.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/5K8H/seed_66/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nRuntimeError: No chain fulfilled minimum length requirement to be considered in chain mapping (4 for peptide chains, 4 for nucleotide chains) - mapping failed\n' 
7EAG	pre_or_on_cutoff	114.0	6	2024	0	0.411542534828186	RIGID_GDT	Too few mapped positions for GDT before RMSD serialization	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_7eag_seed_2024/7eag/seed_2024/predictions/7eag_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/7eag.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/7EAG/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_7eag_seed_2024/7eag/seed_2024/predictions/7eag_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/7eag.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/7EAG/seed_2024/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nComputing all-atom lDDT\nComputing DockQ\nComputing GDT-TS score\nComputing rigid chain mapping\nException: Window size in GDT algorithm is larger than positions\n' 
7EZ2	pre_or_on_cutoff	406.0	3	8888	0	0.8469646573066711	CHAIN_MAPPING	OpenStructure 2.8 NumPy integer/boolean index error	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_7ez2_seed_8888/7ez2/seed_8888/predictions/7ez2_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/7ez2.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/7EZ2/seed_8888/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_7ez2_seed_8888/7ez2/seed_8888/predictions/7ez2_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/7ez2.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/7EZ2/seed_8888/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nIndexError: arrays used as indices must be of integer (or boolean) type\n' 
7YG9	post_cutoff	407.0	3	42	0	0.873917281627655	CHAIN_MAPPING	OpenStructure 2.8 NumPy integer/boolean index error	NO_CANDIDATE_HAS_VALID_RMSD	FAILED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_7yg9_seed_42/7yg9/seed_42/predictions/7yg9_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/7yg9.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/7YG9/seed_42/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --lddt --rigid-scores --tm-score --dockq	False	NOT_ATTEMPTED	/storage9920/home/tinghao.xia/miniconda3/envs/foldbench/bin/ost compare-structures -m /storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_7yg9_seed_42/7yg9/seed_42/predictions/7yg9_sample_0.cif -r /storage9920/home/tinghao.xia/pdb_data/7yg9.cif -o /storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/7YG9/seed_42/sample_0.json --fault-tolerant --min-pep-length 4 --min-nuc-length 4 --rigid-scores	False	0	return_code=1; OST status is 'FAILURE', expected 'SUCCESS'; stdout=''; stderr='Cleaning up input structures\nComputing chain mapping\nIndexError: arrays used as indices must be of integer (or boolean) type\n' 
