QUERY_PDB_ID	QUERY_ENTITY_ID	TARGET_PDB_ID	TARGET_ENTITY_ID	IDENTITY	QUERY_COVERAGE	TARGET_COVERAGE	ALIGNMENT_LENGTH	EVALUE	BITS	ALIGNMENT_SOURCE
8YAN	1	6E1V	1	1.000000	1.000000	1.000000	33			SHORT_GLOBAL_FALLBACK
8YAN	1	6E1W	1	0.969697	1.000000	1.000000	33			SHORT_GLOBAL_FALLBACK
8YAN	1	6VUH	1	0.909091	1.000000	1.000000	33			SHORT_GLOBAL_FALLBACK
8YAN	1	6VUI	1	0.909091	1.000000	1.000000	33			SHORT_GLOBAL_FALLBACK
8YAN	1	7E9E	1	0.969697	1.000000	1.000000	33			SHORT_GLOBAL_FALLBACK
8YAN	1	7E9I	1	0.909091	1.000000	1.000000	33			SHORT_GLOBAL_FALLBACK
8ZAU	1	7V9E	1	0.970000	0.986000	1.000000	68	2.289E-31	114	MMSEQS2
8ZMH	1	7SAM	1	1.000000	1.000000	0.988000	169	4.021E-92	304	MMSEQS2
9C6I	1	3BWP	1	0.997000	0.988000	1.000000	412	2.174E-227	735	MMSEQS2
9C6I	1	4DS6	1	1.000000	1.000000	0.988000	417	1.955E-232	749	MMSEQS2
9C6I	1	4E8M	1	0.994000	0.938000	0.992000	391	9.093E-212	693	MMSEQS2
9C6I	1	4E8N	1	0.994000	0.938000	0.995000	391	9.093E-212	693	MMSEQS2
9C6I	1	4E8P	1	0.994000	0.938000	0.995000	391	9.093E-212	693	MMSEQS2
9C6I	1	4E8Q	1	0.994000	0.938000	0.995000	391	9.093E-212	693	MMSEQS2
9C6I	1	4E8R	1	0.994000	0.938000	0.995000	391	9.093E-212	693	MMSEQS2
9C6I	1	4E8V	1	0.994000	0.938000	0.995000	391	9.093E-212	693	MMSEQS2
9C6I	1	4FAQ	1	0.997000	0.947000	0.997000	395	4.660E-216	705	MMSEQS2
9C6I	1	4FAU	1	0.997000	0.947000	0.992000	395	4.660E-216	705	MMSEQS2
9C6I	1	4FAX	1	0.994000	0.938000	0.992000	391	9.093E-212	693	MMSEQS2
9C6I	1	4FB0	1	0.992000	0.938000	0.995000	391	4.002E-210	689	MMSEQS2
9C6I	1	5J01	1	0.976000	0.935000	0.931000	390	2.093E-198	656	MMSEQS2
9C6I	1	6T3N	1	0.989000	0.947000	0.992000	395	4.136E-211	691	MMSEQS2
9C6I	1	6T3S	1	0.989000	0.947000	0.992000	395	4.136E-211	691	MMSEQS2
9CBU	1	6WLS	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBU	1	7EZ0	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9CBU	1	7R6N	1	0.961000	1.000000	0.982000	387	1.351E-188	622	MMSEQS2
9CBU	1	7UVT	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9CBU	1	7XD3	1	1.000000	1.000000	0.908000	387	1.815E-215	695	MMSEQS2
9CBU	1	7XD4	1	1.000000	1.000000	0.915000	387	1.815E-215	695	MMSEQS2
9CBU	1	7XD7	1	1.000000	1.000000	0.956000	387	1.815E-215	695	MMSEQS2
9CBU	1	7XSK	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBU	1	7XSL	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBU	1	7XSM	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBU	1	7XSN	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBU	1	7YC8	1	1.000000	1.000000	0.985000	387	1.815E-215	695	MMSEQS2
9CBU	1	8HD6	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9CBU	1	8HD7	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9CBU	1	8I7N	1	0.997000	1.000000	0.926000	387	8.806E-214	690	MMSEQS2
9CBW	1	6WLS	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBW	1	7EZ0	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9CBW	1	7R6N	1	0.961000	1.000000	0.982000	387	1.351E-188	622	MMSEQS2
9CBW	1	7UVT	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9CBW	1	7XD3	1	1.000000	1.000000	0.908000	387	1.815E-215	695	MMSEQS2
9CBW	1	7XD4	1	1.000000	1.000000	0.915000	387	1.815E-215	695	MMSEQS2
9CBW	1	7XD7	1	1.000000	1.000000	0.956000	387	1.815E-215	695	MMSEQS2
9CBW	1	7XSK	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBW	1	7XSL	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBW	1	7XSM	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBW	1	7XSN	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBW	1	7YC8	1	1.000000	1.000000	0.985000	387	1.815E-215	695	MMSEQS2
9CBW	1	8HD6	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9CBW	1	8HD7	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9CBW	1	8I7N	1	0.997000	1.000000	0.926000	387	8.806E-214	690	MMSEQS2
9CBX	1	6WLS	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBX	1	7EZ0	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9CBX	1	7R6N	1	0.961000	1.000000	0.982000	387	1.351E-188	622	MMSEQS2
9CBX	1	7UVT	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9CBX	1	7XD3	1	1.000000	1.000000	0.908000	387	1.815E-215	695	MMSEQS2
9CBX	1	7XD4	1	1.000000	1.000000	0.915000	387	1.815E-215	695	MMSEQS2
9CBX	1	7XD7	1	1.000000	1.000000	0.956000	387	1.815E-215	695	MMSEQS2
9CBX	1	7XSK	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBX	1	7XSL	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBX	1	7XSM	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBX	1	7XSN	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBX	1	7YC8	1	1.000000	1.000000	0.985000	387	1.815E-215	695	MMSEQS2
9CBX	1	8HD6	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9CBX	1	8HD7	1	0.997000	1.000000	0.924000	387	8.806E-214	690	MMSEQS2
9CBX	1	8I7N	1	0.997000	1.000000	0.926000	387	8.806E-214	690	MMSEQS2
9CBY	1	6WLS	1	1.000000	1.000000	0.997000	387	1.815E-215	695	MMSEQS2
9CBY	1	7EZ0	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9CBY	1	7R6N	1	0.961000	1.000000	0.982000	387	1.351E-188	622	MMSEQS2
9CBY	1	7UVT	1	1.000000	1.000000	1.000000	387	1.815E-215	695	MMSEQS2
9CBY	1	7XD3	1	1.000000	1.000000	0.908000	387	1.815E-215	695	MMSEQS2
9CBY	1	7XD4	1	1.000000	1.000000	0.915000	387	1.815E-215	695	MMSEQS2
