pdb_id	seed	sample	ranking_score	prediction_path	reference_path	confidence_path	discovery_issue	evaluation_protocol	evaluation_json	standard_evaluation_json	rigid_rescue_json	standard_eval_status	standard_eval_issue	eval_status	ost_status	eval_issue	rmsd	lddt	tm_score	oligo_gdtts	oligo_gdtha
1MDG	101	0	0.5884609222412109	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_101/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	101	1	0.5861504673957825	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_101/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	101	2	0.5853315591812134	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_101/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	101	3	0.5844518542289734	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_101/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	101	4	0.5814692378044128	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_101/1mdg/seed_101/predictions/1mdg_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_101/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_101/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	2024	0	0.5858169794082642	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_2024/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	2024	1	0.5855783224105835	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_2024/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	2024	2	0.5805193185806274	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_2024/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	2024	3	0.5776276588439941	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_2024/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	2024	4	0.5725703239440918	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_2024/1mdg/seed_2024/predictions/1mdg_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_2024/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_2024/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	8888	0	0.5840669870376587	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_8888/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	8888	1	0.5839402079582214	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_8888/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	8888	2	0.5826245546340942	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_8888/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	8888	3	0.5804564356803894	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_8888/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1MDG	8888	4	0.5782765746116638	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/1mdg.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1mdg_seed_8888/1mdg/seed_8888/predictions/1mdg_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1MDG/seed_8888/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1MDG/seed_8888/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1OSU	42	0	0.017067477107048	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/1osu.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1OSU/seed_42/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1OSU	42	1	0.0161789916455745	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/1osu.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1OSU/seed_42/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1OSU	42	2	0.015007677488029	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/1osu.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1OSU/seed_42/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1OSU	42	3	0.0148939955979585	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_sample_3.cif	/storage9920/home/tinghao.xia/pdb_data/1osu.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_summary_confidence_sample_3.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_3.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1OSU/seed_42/sample_3.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1OSU	42	4	0.0147704156115651	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_sample_4.cif	/storage9920/home/tinghao.xia/pdb_data/1osu.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_42/1osu/seed_42/predictions/1osu_summary_confidence_sample_4.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_42/sample_4.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1OSU/seed_42/sample_4.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1OSU	66	0	0.01563979126513	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_66/1osu/seed_66/predictions/1osu_sample_0.cif	/storage9920/home/tinghao.xia/pdb_data/1osu.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_66/1osu/seed_66/predictions/1osu_summary_confidence_sample_0.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_66/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_66/sample_0.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1OSU/seed_66/sample_0.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1OSU	66	1	0.0151603547856211	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_66/1osu/seed_66/predictions/1osu_sample_1.cif	/storage9920/home/tinghao.xia/pdb_data/1osu.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_66/1osu/seed_66/predictions/1osu_summary_confidence_sample_1.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_66/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_66/sample_1.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1OSU/seed_66/sample_1.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
1OSU	66	2	0.0136225223541259	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_66/1osu/seed_66/predictions/1osu_sample_2.cif	/storage9920/home/tinghao.xia/pdb_data/1osu.cif	/storage9920/home/tinghao.xia/Json_data/Foldbench_predictions/pred_output_1osu_seed_66/1osu/seed_66/predictions/1osu_summary_confidence_sample_2.json		unavailable	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_66/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/details/1OSU/seed_66/sample_2.json	/storage9920/home/tinghao.xia/Json_data/Foldbench_evaluation/rmsd/rigid_only_rescue/details/1OSU/seed_66/sample_2.json	missing_output	output JSON does not exist	missing_output		output JSON does not exist					
