QUERY_PDB_ID	QUERY_ENTITY_ID	TARGET_PDB_ID	TARGET_ENTITY_ID	IDENTITY	QUERY_COVERAGE	TARGET_COVERAGE	ALIGNMENT_LENGTH	EVALUE	BITS	ALIGNMENT_SOURCE
8RUJ	1	4FAX	1	1.000000	0.997000	0.990000	390	3.588E-217	700	MMSEQS2
8RUJ	1	4FB0	1	0.997000	0.997000	0.992000	390	1.735E-215	696	MMSEQS2
8RUJ	1	5J01	1	0.979000	1.000000	0.933000	391	3.973E-203	663	MMSEQS2
8RUJ	1	6T3N	1	0.992000	0.997000	0.980000	390	3.966E-212	687	MMSEQS2
8RUJ	1	6T3S	1	0.992000	0.997000	0.980000	390	3.966E-212	687	MMSEQS2
8RUK	1	3BWP	1	1.000000	0.990000	0.947000	390	7.566E-217	700	MMSEQS2
8RUK	1	4DS6	1	0.994000	0.992000	0.927000	391	3.682E-214	693	MMSEQS2
8RUK	1	4E8M	1	1.000000	1.000000	1.000000	394	1.525E-219	707	MMSEQS2
8RUK	1	4E8N	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUK	1	4E8P	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUK	1	4E8Q	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUK	1	4E8R	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUK	1	4E8V	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUK	1	4FAQ	1	0.997000	0.995000	0.990000	392	1.641E-216	699	MMSEQS2
8RUK	1	4FAU	1	0.997000	0.992000	0.982000	391	7.719E-216	698	MMSEQS2
8RUK	1	4FAX	1	1.000000	0.997000	0.997000	393	7.211E-219	706	MMSEQS2
8RUK	1	4FB0	1	0.997000	0.997000	1.000000	393	3.486E-217	701	MMSEQS2
8RUK	1	5J01	1	0.979000	0.992000	0.933000	391	7.736E-203	663	MMSEQS2
8RUK	1	6T3N	1	0.989000	0.992000	0.982000	391	8.187E-211	684	MMSEQS2
8RUK	1	6T3S	1	0.989000	0.992000	0.982000	391	8.187E-211	684	MMSEQS2
8RUL	1	3BWP	1	1.000000	0.990000	0.947000	390	7.566E-217	700	MMSEQS2
8RUL	1	4DS6	1	0.994000	0.992000	0.927000	391	3.682E-214	693	MMSEQS2
8RUL	1	4E8M	1	1.000000	1.000000	1.000000	394	1.525E-219	707	MMSEQS2
8RUL	1	4E8N	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUL	1	4E8P	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUL	1	4E8Q	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUL	1	4E8R	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUL	1	4E8V	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUL	1	4FAQ	1	0.997000	0.995000	0.990000	392	1.641E-216	699	MMSEQS2
8RUL	1	4FAU	1	0.997000	0.992000	0.982000	391	7.719E-216	698	MMSEQS2
8RUL	1	4FAX	1	1.000000	0.997000	0.997000	393	7.211E-219	706	MMSEQS2
8RUL	1	4FB0	1	0.997000	0.997000	1.000000	393	3.486E-217	701	MMSEQS2
8RUL	1	5J01	1	0.979000	0.992000	0.933000	391	7.736E-203	663	MMSEQS2
8RUL	1	6T3N	1	0.989000	0.992000	0.982000	391	8.187E-211	684	MMSEQS2
8RUL	1	6T3S	1	0.989000	0.992000	0.982000	391	8.187E-211	684	MMSEQS2
8RUM	1	3BWP	1	1.000000	0.990000	0.947000	390	7.566E-217	700	MMSEQS2
8RUM	1	4DS6	1	0.994000	0.992000	0.927000	391	3.682E-214	693	MMSEQS2
8RUM	1	4E8M	1	1.000000	1.000000	1.000000	394	1.525E-219	707	MMSEQS2
8RUM	1	4E8N	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUM	1	4E8P	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUM	1	4E8Q	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUM	1	4E8R	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUM	1	4E8V	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUM	1	4FAQ	1	0.997000	0.995000	0.990000	392	1.641E-216	699	MMSEQS2
8RUM	1	4FAU	1	0.997000	0.992000	0.982000	391	7.719E-216	698	MMSEQS2
8RUM	1	4FAX	1	1.000000	0.997000	0.997000	393	7.211E-219	706	MMSEQS2
8RUM	1	4FB0	1	0.997000	0.997000	1.000000	393	3.486E-217	701	MMSEQS2
8RUM	1	5J01	1	0.979000	0.992000	0.933000	391	7.736E-203	663	MMSEQS2
8RUM	1	6T3N	1	0.989000	0.992000	0.982000	391	8.187E-211	684	MMSEQS2
8RUM	1	6T3S	1	0.989000	0.992000	0.982000	391	8.187E-211	684	MMSEQS2
8RUN	1	3BWP	1	1.000000	0.990000	0.947000	390	7.566E-217	700	MMSEQS2
8RUN	1	4DS6	1	0.994000	0.992000	0.927000	391	3.682E-214	693	MMSEQS2
8RUN	1	4E8M	1	1.000000	1.000000	1.000000	394	1.525E-219	707	MMSEQS2
8RUN	1	4E8N	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUN	1	4E8P	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUN	1	4E8Q	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUN	1	4E8R	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUN	1	4E8V	1	1.000000	0.997000	1.000000	393	7.211E-219	706	MMSEQS2
8RUN	1	4FAQ	1	0.997000	0.995000	0.990000	392	1.641E-216	699	MMSEQS2
8RUN	1	4FAU	1	0.997000	0.992000	0.982000	391	7.719E-216	698	MMSEQS2
8RUN	1	4FAX	1	1.000000	0.997000	0.997000	393	7.211E-219	706	MMSEQS2
8RUN	1	4FB0	1	0.997000	0.997000	1.000000	393	3.486E-217	701	MMSEQS2
8RUN	1	5J01	1	0.979000	0.992000	0.933000	391	7.736E-203	663	MMSEQS2
8RUN	1	6T3N	1	0.989000	0.992000	0.982000	391	8.187E-211	684	MMSEQS2
8RUN	1	6T3S	1	0.989000	0.992000	0.982000	391	8.187E-211	684	MMSEQS2
8TOZ	1	4RZD	1	0.980000	1.000000	1.000000	101	2.554E-50	174	MMSEQS2
8TOZ	1	6XKN	1	0.970000	1.000000	1.000000	101	1.243E-48	169	MMSEQS2
8TOZ	1	6XKO	1	0.970000	1.000000	1.000000	101	1.243E-48	169	MMSEQS2
8U5J	1	6E8U	1	0.918000	1.000000	1.000000	37	5.076E-11	51	MMSEQS2
8U5J	1	6PQ7	1	0.918000	1.000000	1.000000	37	5.076E-11	51	MMSEQS2
8VPV	1	4RZD	1	0.990000	1.000000	1.000000	101	9.037E-51	174	MMSEQS2
8VPV	1	6XKN	1	0.980000	1.000000	1.000000	101	4.474E-49	170	MMSEQS2
8VPV	1	6XKO	1	0.990000	1.000000	1.000000	101	9.037E-51	174	MMSEQS2
8VQV	1	4XW7	1	1.000000	1.000000	1.000000	64	9.303E-33	116	MMSEQS2
8VQV	1	4XWF	1	1.000000	1.000000	1.000000	64	9.303E-33	116	MMSEQS2
8VVJ	1	4XW7	1	1.000000	1.000000	1.000000	64	9.303E-33	116	MMSEQS2
8VVJ	1	4XWF	1	1.000000	1.000000	1.000000	64	9.303E-33	116	MMSEQS2
8ZAU	1	7V9E	1	0.970000	0.986000	1.000000	68	1.753E-31	114	MMSEQS2
8ZMH	1	7SAM	1	1.000000	1.000000	0.988000	169	3.078E-92	304	MMSEQS2
9C6I	1	3BWP	1	0.997000	0.988000	1.000000	412	1.663E-227	735	MMSEQS2
9C6I	1	4DS6	1	1.000000	1.000000	0.988000	417	1.495E-232	749	MMSEQS2
9C6I	1	4E8M	1	0.994000	0.938000	0.992000	391	6.956E-212	693	MMSEQS2
9C6I	1	4E8N	1	0.994000	0.938000	0.995000	391	6.956E-212	693	MMSEQS2
9C6I	1	4E8P	1	0.994000	0.938000	0.995000	391	6.956E-212	693	MMSEQS2
9C6I	1	4E8Q	1	0.994000	0.938000	0.995000	391	6.956E-212	693	MMSEQS2
9C6I	1	4E8R	1	0.994000	0.938000	0.995000	391	6.956E-212	693	MMSEQS2
9C6I	1	4E8V	1	0.994000	0.938000	0.995000	391	6.956E-212	693	MMSEQS2
9C6I	1	4FAQ	1	0.997000	0.947000	0.997000	395	3.565E-216	705	MMSEQS2
9C6I	1	4FAU	1	0.997000	0.947000	0.992000	395	3.565E-216	705	MMSEQS2
9C6I	1	4FAX	1	0.994000	0.938000	0.992000	391	6.956E-212	693	MMSEQS2
9C6I	1	4FB0	1	0.992000	0.938000	0.995000	391	3.061E-210	689	MMSEQS2
9C6I	1	5J01	1	0.976000	0.935000	0.931000	390	1.601E-198	656	MMSEQS2
9C6I	1	6T3N	1	0.989000	0.947000	0.992000	395	3.164E-211	691	MMSEQS2
9C6I	1	6T3S	1	0.989000	0.947000	0.992000	395	3.164E-211	691	MMSEQS2
9CBU	1	6WLS	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBU	1	7EZ0	1	1.000000	1.000000	1.000000	387	1.389E-215	695	MMSEQS2
9CBU	1	7R6N	1	0.961000	1.000000	0.982000	387	1.034E-188	622	MMSEQS2
9CBU	1	7UVT	1	1.000000	1.000000	1.000000	387	1.389E-215	695	MMSEQS2
9CBU	1	7XD3	1	1.000000	1.000000	0.908000	387	1.389E-215	695	MMSEQS2
9CBU	1	7XD4	1	1.000000	1.000000	0.915000	387	1.389E-215	695	MMSEQS2
9CBU	1	7XD7	1	1.000000	1.000000	0.956000	387	1.389E-215	695	MMSEQS2
9CBU	1	7XSK	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBU	1	7XSL	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBU	1	7XSM	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBU	1	7XSN	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBU	1	7YC8	1	1.000000	1.000000	0.985000	387	1.389E-215	695	MMSEQS2
9CBU	1	8HD6	1	0.997000	1.000000	0.924000	387	6.736E-214	690	MMSEQS2
9CBU	1	8HD7	1	0.997000	1.000000	0.924000	387	6.736E-214	690	MMSEQS2
9CBU	1	8I7N	1	0.997000	1.000000	0.926000	387	6.736E-214	690	MMSEQS2
9CBW	1	6WLS	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBW	1	7EZ0	1	1.000000	1.000000	1.000000	387	1.389E-215	695	MMSEQS2
9CBW	1	7R6N	1	0.961000	1.000000	0.982000	387	1.034E-188	622	MMSEQS2
9CBW	1	7UVT	1	1.000000	1.000000	1.000000	387	1.389E-215	695	MMSEQS2
9CBW	1	7XD3	1	1.000000	1.000000	0.908000	387	1.389E-215	695	MMSEQS2
9CBW	1	7XD4	1	1.000000	1.000000	0.915000	387	1.389E-215	695	MMSEQS2
9CBW	1	7XD7	1	1.000000	1.000000	0.956000	387	1.389E-215	695	MMSEQS2
9CBW	1	7XSK	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBW	1	7XSL	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBW	1	7XSM	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBW	1	7XSN	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBW	1	7YC8	1	1.000000	1.000000	0.985000	387	1.389E-215	695	MMSEQS2
9CBW	1	8HD6	1	0.997000	1.000000	0.924000	387	6.736E-214	690	MMSEQS2
9CBW	1	8HD7	1	0.997000	1.000000	0.924000	387	6.736E-214	690	MMSEQS2
9CBW	1	8I7N	1	0.997000	1.000000	0.926000	387	6.736E-214	690	MMSEQS2
9CBX	1	6WLS	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBX	1	7EZ0	1	1.000000	1.000000	1.000000	387	1.389E-215	695	MMSEQS2
9CBX	1	7R6N	1	0.961000	1.000000	0.982000	387	1.034E-188	622	MMSEQS2
9CBX	1	7UVT	1	1.000000	1.000000	1.000000	387	1.389E-215	695	MMSEQS2
9CBX	1	7XD3	1	1.000000	1.000000	0.908000	387	1.389E-215	695	MMSEQS2
9CBX	1	7XD4	1	1.000000	1.000000	0.915000	387	1.389E-215	695	MMSEQS2
9CBX	1	7XD7	1	1.000000	1.000000	0.956000	387	1.389E-215	695	MMSEQS2
9CBX	1	7XSK	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBX	1	7XSL	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBX	1	7XSM	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBX	1	7XSN	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBX	1	7YC8	1	1.000000	1.000000	0.985000	387	1.389E-215	695	MMSEQS2
9CBX	1	8HD6	1	0.997000	1.000000	0.924000	387	6.736E-214	690	MMSEQS2
9CBX	1	8HD7	1	0.997000	1.000000	0.924000	387	6.736E-214	690	MMSEQS2
9CBX	1	8I7N	1	0.997000	1.000000	0.926000	387	6.736E-214	690	MMSEQS2
9CBY	1	6WLS	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBY	1	7EZ0	1	1.000000	1.000000	1.000000	387	1.389E-215	695	MMSEQS2
9CBY	1	7R6N	1	0.961000	1.000000	0.982000	387	1.034E-188	622	MMSEQS2
9CBY	1	7UVT	1	1.000000	1.000000	1.000000	387	1.389E-215	695	MMSEQS2
9CBY	1	7XD3	1	1.000000	1.000000	0.908000	387	1.389E-215	695	MMSEQS2
9CBY	1	7XD4	1	1.000000	1.000000	0.915000	387	1.389E-215	695	MMSEQS2
9CBY	1	7XD7	1	1.000000	1.000000	0.956000	387	1.389E-215	695	MMSEQS2
9CBY	1	7XSK	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBY	1	7XSL	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBY	1	7XSM	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBY	1	7XSN	1	1.000000	1.000000	0.997000	387	1.389E-215	695	MMSEQS2
9CBY	1	7YC8	1	1.000000	1.000000	0.985000	387	1.389E-215	695	MMSEQS2
9CBY	1	8HD6	1	0.997000	1.000000	0.924000	387	6.736E-214	690	MMSEQS2
9CBY	1	8HD7	1	0.997000	1.000000	0.924000	387	6.736E-214	690	MMSEQS2
9CBY	1	8I7N	1	0.997000	1.000000	0.926000	387	6.736E-214	690	MMSEQS2
9DP9	1	8TJQ	1	0.981000	0.836000	0.850000	374	1.800E-191	641	MMSEQS2
9DP9	1	8TJV	1	0.981000	0.827000	0.887000	370	5.581E-189	634	MMSEQS2
9DP9	1	8TJX	1	0.981000	0.836000	0.850000	374	1.800E-191	641	MMSEQS2
9E9O	1	8UYS	1	0.941000	1.000000	0.831000	103	5.621E-44	156	MMSEQS2
9E9Q	1	8UYS	1	0.941000	1.000000	0.831000	103	5.621E-44	156	MMSEQS2
9G4J	1	4E8M	1	0.996000	0.982000	0.832000	328	6.972E-180	585	MMSEQS2
9G4J	1	4E8N	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4J	1	4E8P	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4J	1	4E8Q	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4J	1	4E8R	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4J	1	4E8V	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4J	1	4FAQ	1	1.000000	0.994000	0.838000	332	2.964E-184	596	MMSEQS2
9G4J	1	4FAU	1	1.000000	1.000000	0.839000	334	1.324E-185	600	MMSEQS2
9G4J	1	4FAX	1	0.996000	0.982000	0.832000	328	6.972E-180	585	MMSEQS2
9G4J	1	4FB0	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4J	1	6T3N	1	0.997000	1.000000	0.839000	334	6.444E-184	595	MMSEQS2
9G4J	1	6T3S	1	0.997000	1.000000	0.839000	334	6.444E-184	595	MMSEQS2
9G4L	1	4E8M	1	0.996000	0.982000	0.832000	328	6.972E-180	585	MMSEQS2
9G4L	1	4E8N	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4L	1	4E8P	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4L	1	4E8Q	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4L	1	4E8R	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4L	1	4E8V	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4L	1	4FAQ	1	1.000000	0.994000	0.838000	332	2.964E-184	596	MMSEQS2
9G4L	1	4FAU	1	1.000000	1.000000	0.839000	334	1.324E-185	600	MMSEQS2
9G4L	1	4FAX	1	0.996000	0.982000	0.832000	328	6.972E-180	585	MMSEQS2
9G4L	1	4FB0	1	0.996000	0.982000	0.835000	328	6.972E-180	585	MMSEQS2
9G4L	1	6T3N	1	0.997000	1.000000	0.839000	334	6.444E-184	595	MMSEQS2
9G4L	1	6T3S	1	0.997000	1.000000	0.839000	334	6.444E-184	595	MMSEQS2
